Sentence,Sentiment
In Sweden the agreement covers data communication services as well .,neutral
$KEP breaking out when the market pulls back  http://stks.co/r0cet,positive
"The latest date for registration is on 4 April , 2006 .",neutral
Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .,neutral
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",neutral
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,positive
Metso 's delivery will include a complete coated board line with related air systems and two winders .,neutral
The reductions will be concluded by autumn 2010 .,neutral
The company also said that its board of directors has proposed a profit distribution of EUR0 .92 per share .,neutral
$MPWR CEO sells 450k april 15th..meh,negative
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",neutral
The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .,positive
"$HLF shorts made a killing last couple days, might make more if cover and buy back?",negative
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",negative
Chief Financial Officer Jim Heindlmeyer said Beyond Oblivion is in advanced talks with the four major recording companies about its service .,neutral
"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",negative
E 's building system service had revenue of EUR 355 mln in 2007 .,neutral
Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,positive
"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",neutral
"The product range includes marinated olives , cold cuts , and pates , for example .",neutral
Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems .,neutral
NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,positive
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",neutral
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",neutral
"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",positive
Sainsbury sales slip again as price pressures take a toll,negative
"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",neutral
The deal is in line with Etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services .,neutral
"According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive
Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,positive
"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",neutral
Rosen was cautious about being too optimistic inregard to the second half of the year .,neutral
"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",positive
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",positive
"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .",neutral
$BONE Earnings Stocks Poised to Pop http://stks.co/2zWE,positive
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive
Spain's Caixabank launches new takeover bid for Banco BPI,positive
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,neutral
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",negative
Entertainment One dispels ITV takeover rumours,positive
The dividends payable annually shall be deducted from the share subscription price .,neutral
New product launches in Finland will more than double from 2005 .,positive
This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,positive
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",neutral
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",neutral
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,positive
Reported operating margin was a negative 5.9 % .,negative
The purchase price was not disclosed .,neutral
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,neutral
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,positive
The company is well positioned in Brazil and Uruguay .,positive
"Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time",positive
Sales were down 14 per cent in Finland and up 27 per cent abroad where sales were lifted by the strong growth in sales in Russia and Lithuania .,neutral
$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,negative
That would be an increase from estimated sales of 117 million last year .,positive
"According to Sepp+ñnen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency .",positive
To be number one means creating added value for stakeholders in everything we do .,neutral
Number of offers received for this contract is two .,neutral
Donations to universities The Annual General Meeting authorized the Board of Directors to donate max .,neutral
"It expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimates of $ 8.67 billion .",neutral
LSE gets Hong Kong regulatory nod to HK firms to become LSE members,positive
The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539 .,neutral
Underground parking facilities will also be built on the basement floor .,neutral
$DISH weakness continues again. 49.43 area resistance after last week,negative
#FusionIQ NEW Positive Timing Signal on $SBUX Today https://t.co/9ImlXz4YNa Please Retweet #Signals,positive
The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .,positive
M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,positive
"Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures .",neutral
"$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?",negative
The most significant challengers in the market are Logset and Sampo-Rosenlew .,neutral
The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,positive
Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,neutral
"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",neutral
"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",neutral
Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger,neutral
Retail giant Kingfisher reports 'solid' start to the year,positive
"Maximum amount of terminations in Finland is 40 employees , the company added .",neutral
$TSLA yeah lets go down to 230s lol,negative
"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 .",positive
Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .,positive
$EBAY  e-bay bay!  working on a couple daily dojis .. should continue to the downside  https://t.co/lgU0yBxEZe,negative
Royal Mail gets mixed bag from Ofcom postal regulation report,neutral
"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",positive
The trade is in accordance with the agreement announced on 26 March 2008 .,neutral
"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",neutral
Shell and BG Shareholders to Vote on Deal at End of January,neutral
"After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services .",neutral
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,positive
The order was worth EUR 8mn .,neutral
$IBM staying strong,positive
$CRUS Upgraded to a buy by Alpha Street Research,positive
#Apple up almost 20% from its February lows with very little fanfare. $AAPL,positive
"Rio Tinto swings to loss, drops dividend policy",negative
Cision says the sale will return its U.K. operation to profitability .,positive
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC",negative
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",negative
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",neutral
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,negative
"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications .",neutral
Group net sales in the third quarter of 2007 totaled EUR 142.3 mn and operating profit EUR 4.3 mn .,neutral
"Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",neutral
$SPY Looks like bear traps getting laid faster than Cadbury Creme Eggs by the Easter Bunny,positive
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,neutral
"Furthermore , the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these operations in Morvillars .",neutral
Sales of mid-strength beer decreased by 40 % .,neutral
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,neutral
The company has 120 employees and annual sales of approximately EUR16m .,neutral
"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",positive
$BABA may take a few days wks months watch what happened to $FB $TWTR after they IPO. mrkt needs to washout. to hunt well need 2 wait stalk.,neutral
"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",positive
"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",neutral
International operations accounted for over 80 % of net sales .,neutral
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",positive
$GILD chart: With $IBB back over support. https://t.co/GpRZ2UJFC4,positive
As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,neutral
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,negative
The order also includes extensive maintenance work of a shoe press delivered by Vaahto in 2001 .,neutral
"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",neutral
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",positive
The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,negative
Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,negative
"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products .",neutral
$AAPL long 630.91,positive
The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,positive
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,neutral
"@CGrantWSJ I think this $TSLA bubble might go on for some time. So long as ppl love the cars, they might keep getting funding.",positive
"When the product is manufactured in Finland , it is also packed in the country .",neutral
$LUV Continues to consolidate above previous break out area...,positive
`` I 'm not sure what 's happening .,neutral
"ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe .",positive
Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .,neutral
Scanfil issued a profit warning on 10 April 2006 .,neutral
"The contract includes design , construction , delivery of equipment , installation and commissioning .",neutral
"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .",neutral
VNH generates annual net sales of about 5 mln eur and employs 21 people .,neutral
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",positive
$AMZN Trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zG,neutral
It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 .,neutral
The dismissed staff members will now take the matter to court unless it can be settled outside .,negative
LinkedIn Revenue Up Nearly 50% http://stks.co/g1F4T  $LNKD,positive
Lemmink+ñinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,neutral
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,neutral
"The value of the deal exceeds EUR500 ,000 , the company said .",neutral
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",negative
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",neutral
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook .",neutral
Symphony Services provides development services for Aldata GOLD .,neutral
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",neutral
The divested stake represented about 2.7 m shares in Okmetic 's capital .,neutral
"$AAPL bounce right now has no vol, more vol when it slid",positive
"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",neutral
"In Finland , the five largest brands control 90 % of the beer market .",neutral
"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .",positive
"As part of the transaction , the +ä+ñnekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract .",neutral
Delivery is due in the second half of 2011 .,neutral
The agreement is valid for four years .,neutral
"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",neutral
"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",positive
"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",negative
"The venture , which will be 51 % owned by Kemira and 49 % by IVRCL , will operate an inorganic coagulant manufacturing facility , to be built in Vishakapatnam Vizag in the state of Andhra Pradesh and to kick off operations in the second half of 2011 .",neutral
There did not seem to be enough hours in a day for Pekkarinen .,neutral
"Aug. 31 , 2009 (Gawker Media delivered by Newstex)-- If you love fishing video games but felt that there just was n't enough wackiness involved , then Activision 's (NASDAQ : ATVI) Rapala : We Fish might just catch your eye with its family-fun hook .",neutral
"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",neutral
"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai .",neutral
I see a 20 percent upside in $FB shares from here,positive
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",neutral
Chime Communications Set To Be Acquired By WPP And Providence,positive
Dixons Carphone profit boost on strong sales,positive
No other ev3 devices were involved in this action .,neutral
`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,negative
"Founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams .",neutral
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",positive
Valga Lihatoostus markets its products under the Maks & Moorits trademark .,neutral
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,positive
"Homebuilders - $RYL breaking below support, watch this one.  $SPY",negative
"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said .",positive
like $T for a breakout long as well. getting through the 100 and 200 MA could see it run.,positive
"HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae .",positive
"$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.",negative
"Also in Latvia , we act as a partner for bakery customers in both production and product development .",neutral
"The total donation amount is EUR 1,115,000 .",neutral
"The facility will be used to refinance Citycon 's existing credit facility , the company said .",neutral
"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",neutral
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",negative
And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,neutral
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,positive
The costs of the new ropax vessels are 30 % lower than those of the present ones .,positive
The deal also includes a ten-year maintenance agreement .,neutral
"Talvivaara Mining Company PLC ( Talvivaara Mining ) ( LSE : TALV ) , a Finland-based nickel mining business , has installed its second production line at its metals recovery plant on June 9 , 2010 .",neutral
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,positive
Market data and analytics are derived from primary and secondary research .,neutral
$IWM buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,positive
"Cencorp would focus on the development , manufacture and marketing of standard products for production automation .",neutral
"Crucially , the decision to use ETSI ( European Telecommunication Standard Institute ) - backed DVB-H adds to the growing list of operators and equipment manufacturers opting for the standard ( see Global : 20 January 2006 : Competing Technologies Vie for Mobile TV ) .",neutral
"In addition , Kone signed a two-year maintenance contract for the escalators .",positive
"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",neutral
The new location is n't the only change Wellmont has in store for its air transport service .,neutral
Other potential clients include public administration organizations investing in utility networks and services .,neutral
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",neutral
The EA Reng group posted sales of approximately 84 million kroons for 2007 .,neutral
Barclays share price subdued as bank faces fresh forex probe,negative
The markets expect Heineken to sell Hartwall as a whole or in parts .,neutral
"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+ñrvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .",neutral
"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million .",neutral
"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",negative
"Currently , the plant operates on full capacity .",neutral
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral
Walter Investment Management Corp Receives a Sell from Compass Point $WAC http://stks.co/c1IvX,negative
"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .",neutral
`` It wo n't happen overnight .,neutral
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,negative
Deutsche Bank cuts $SBUX,negative
Irish housebuilder Cairn Homes plans London listing,positive
"The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 Componenta Corporation shares including also the proportion to be paid in cash .",neutral
"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built .",neutral
Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.,neutral
"$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.",negative
"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",neutral
The company expects to open its first online shop in the US in the summer in 2011 .,neutral
The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .,neutral
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",negative
Net sales revenue per passenger is expected to increase .,positive
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,neutral
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",neutral
`` I warmly welcome Michael Frei to Outotec .,positive
ITV share price: Group mulls takeover of Canada's Entertainment One,positive
"Operating profit for the six-month period decreased from EUR111 .9 m , while sales increased from EUR1 ,275 m , as compared to the corresponding period in 2006 .",neutral
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",neutral
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,neutral
3rd red day in a row ? $TSLA,negative
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",positive
"According to Finnish financial services group Sampo 's CEO , Bj+Ârn Wahlroos , Danish Danske Bank 's acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland 's economic history .",neutral
"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",neutral
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",positive
"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",neutral
"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",neutral
Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .,neutral
The veneer and plywood industry in Sweden is quite small despite the raw material resources .,neutral
"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .",positive
"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",neutral
Rautaruukki aims to find work from the group 's other locations for those who have been made redundant .,neutral
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",negative
"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .",negative
Their names have not yet been released .,neutral
"Also , it is bringing in `` the right kind of people '' to upgrade its human resources .",positive
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,neutral
UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,negative
L&G completes UK's largest medically underwritten bulk pension risk deal,positive
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",neutral
"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations .",neutral
The value of the deal was not disclosed .,neutral
"HKScan , headquartered in Turku , Finland , is a leading northern European food group with 10,000 employees in nine countries .",neutral
$TSLA I see more downside in next two weeks be careful -20 dollars drop potential vs +10 up moved,negative
"`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas .",positive
"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",positive
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,neutral
Union and company officials did not return calls yesterday .,neutral
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",positive
"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",neutral
Global life science industry is strictly regulated by international and national authorities .,neutral
"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .",positive
The company will build altogether 130 new substations by the end of this year .,neutral
"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",positive
His resignation will take effect immediately .,neutral
Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,neutral
No financial detail were available .,neutral
"Following the divestment , Fiskars 's Outdoor unit will comprise the brands Gerber , Silva and Buster , and will focus on multi-tools , knives , compasses , mobile lighting , pedometers , and aluminium boats .",neutral
CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) .,neutral
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",negative
And Ogden reportedly will shell out $ 4.2 million .,neutral
$GALE Breakout Coming Soon!,positive
"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania .",neutral
"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 .",positive
S&P downgrades Barclays and RBS on government bailout fears,negative
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",positive
$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,positive
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",negative
The expanded company will continue to be called NewPage .,neutral
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,neutral
Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,neutral
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",positive
$PRGN A bottom right here?,neutral
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,positive
$TSLA weakest in todays DT watchlist,negative
"Tesla: Voluntary recall of 2,700 Model X vehicles, due to back seat issue. $TSLA https://t.co/NPAkc3U6GS",negative
The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 .,neutral
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",neutral
The customers will have an access to integrated propeller and gear packages from one source .,neutral
"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .",neutral
"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",negative
The reductions will be implemented mainly in the course of the first half of 2009 .,neutral
$UVXY Put the chum out there at key support then next level down - careful,negative
Inha Works has invested in its product development and market research .,neutral
"Tesco, Asda sales fall as march of the discounters continues: Kantar",negative
The first quarter was as expected and was in line with analysts ' forecasts .,neutral
